Óãîë, ãðàä - ÄÍ	Ñèãíàë äåòåêòîðà, î.å. - ÄÍ	
-90	0.00432897	
-90	0.000729829	
-90	0.000615428	
-89	0.000515365	
-89	0.000748122	
-89	0.000772389	
-89	0.000952909	
-89	0.000618663	
-89	0.000855858	
-88	0.000704067	
-88	0.000586756	
-88	0.000786987	
-88	0.000576097	
-88	0.000654215	
-87	0.000514844	
-87	0.000692694	
-87	0.000606151	
-87	0.000606435	
-87	0.000537979	
-87	0.000576644	
-86	0.000505011	
-86	0.000465913	
-86	0.000471991	
-86	0.000663718	
-86	0.000412272	
-86	0.000373385	
-85	0.000349387	
-85	0.000436703	
-85	0.000328529	
-85	0.000347272	
-85	0.000578999	
-84	0.000376651	
-84	0.000474462	
-84	0.000440202	
-84	0.000286495	
-84	0.00055887	
-84	0.000523344	
-83	0.000611753	
-83	0.000612125	
-83	0.000779823	
-83	0.000579464	
-83	0.000595901	
-82	0.000555962	
-82	0.000920146	
-82	0.000788985	
-82	0.000861767	
-82	0.00067583	
-82	0.000558419	
-81	0.000706235	
-81	0.000988425	
-81	0.000779301	
-81	0.000688354	
-81	0.000851444	
-80	0.000458954	
-80	0.000651491	
-80	0.000376129	
-80	0.000761247	
-80	0.000873144	
-80	0.000532876	
-79	0.000649766	
-79	0.000529751	
-79	0.000452224	
-79	0.000589222	
-79	0.000614188	
-78	0.000436068	
-78	0.000338191	
-78	0.000534966	
-78	0.000465093	
-78	0.000415038	
-78	0.000635745	
-77	0.000638241	
-77	0.000708468	
-77	0.000680253	
-77	0.000475312	
-77	0.000634802	
-76	0.000616039	
-76	0.000828018	
-76	0.000871049	
-76	0.000604787	
-76	0.000813246	
-76	0.00110954	
-75	0.00058424	
-75	0.000926821	
-75	0.000962195	
-75	0.000822693	
-75	0.000953037	
-75	0.000916195	
-74	0.00105932	
-74	0.00102626	
-74	0.00103606	
-74	0.000906572	
-74	0.000890837	
-73	0.000810265	
-73	0.00129988	
-73	0.000595788	
-73	0.000603605	
-73	0.000663113	
-73	0.000454914	
-72	0.000820407	
