Óãîë, ãðàä - ÄÍ	Ñèãíàë äåòåêòîðà, î.å. - ÄÍ	
-90	0.000578509	
-90	0.000305002	
-90	0.000335228	
-89	0.000329594	
-89	0.000279353	
-89	0.000324322	
-89	0.000287595	
-89	0.000316289	
-89	0.000392117	
-88	0.000418976	
-88	0.000396851	
-88	0.000299515	
-88	0.000267467	
-88	0.000342318	
-87	0.000280353	
-87	0.000385407	
-87	0.000295147	
-87	0.000358755	
-87	0.000346465	
-87	0.000241956	
-86	0.000215685	
-86	0.000339281	
-86	0.000294632	
-86	0.000381279	
-86	0.000217804	
-86	0.000366158	
-85	0.000440293	
-85	0.000359109	
-85	0.000360211	
-85	0.000306897	
-85	0.000323426	
-84	0.000354565	
-84	0.000303775	
-84	0.000214691	
-84	0.000365616	
-84	0.000329246	
-84	0.000314729	
-83	0.000308072	
-83	0.000421719	
-83	0.00036255	
-83	0.000390816	
-83	0.000296591	
-82	0.000307489	
-82	0.000366069	
-82	0.000343821	
-82	0.000245238	
-82	0.000427952	
-82	0.000258559	
-81	0.000272079	
-81	0.000337841	
-81	0.000269564	
-81	0.000332781	
-81	0.000362017	
-80	0.000318441	
-80	0.000325656	
-80	0.000277637	
-80	0.000440005	
-80	0.00034711	
-80	0.000321668	
-79	0.000269976	
-79	0.000344068	
-79	0.000385216	
-79	0.000266495	
-79	0.000286858	
-78	0.000316352	
-78	0.00036019	
-78	0.000354451	
-78	0.00028895	
-78	0.000266512	
-78	0.000374087	
-77	0.000341276	
-77	0.000248037	
-77	0.000324279	
-77	0.000365089	
-77	0.000282827	
-76	0.000299443	
-76	0.000385972	
-76	0.00037717	
-76	0.000352383	
-76	0.000289055	
-76	0.000281452	
-75	0.000266895	
-75	0.000385171	
-75	0.000376189	
-75	0.000288716	
-75	0.000223522	
-75	0.00033241	
-74	0.000332361	
-74	0.000281481	
-74	0.000370356	
-74	0.0004121	
-74	0.000353382	
-73	0.000429461	
-73	0.000345085	
-73	0.000270852	
-73	0.000313438	
-73	0.000357249	
-73	0.000328731	
-72	0.000287125	
-72	0.00032167	
-72	0.000283162	
-72	0.000341372	
-72	0.000279909	
-71	0.000321345	
-71	0.000361451	
-71	0.000388303	
-71	0.000315112	
-71	0.000335175	
-71	0.000271462	
-70	0.000310992	
-70	0.000243479	
-70	0.000306199	
-70	0.000421964	
-70	0.000346809	
-69	0.000276766	
-69	0.000305368	
-69	0.00031169	
-69	0.000413139	
-69	0.000339754	
-69	0.000259481	
-68	0.000250152	
-68	0.00035009	
-68	0.000250602	
-68	0.000298064	
-68	0.00040088	
-68	0.000356963	
-67	0.000282911	
-67	0.000312531	
-67	0.000331317	
-67	0.000306088	
-67	0.000420707	
-66	0.00028396	
-66	0.000274261	
-66	0.000364875	
-66	0.000307263	
-66	0.000343294	
-66	0.000334563	
-65	0.000368128	
-65	0.000382984	
-65	0.000322726	
-65	0.000313397	
-65	0.000376411	
-64	0.000328828	
-64	0.000329529	
-64	0.000312005	
-64	0.000390954	
-64	0.000298553	
-64	0.000236432	
-63	0.000285511	
-63	0.000364795	
-63	0.000253078	
-63	0.000331038	
-63	0.000370424	
-62	0.00025533	
-62	0.000354539	
-62	0.000383283	
-62	0.000298857	
-62	0.00039901	
-62	0.000344555	
-61	0.000359534	
-61	0.000324172	
-61	0.000252033	
-61	0.000327911	
-61	0.000428615	
-60	0.000292247	
-60	0.000198854	
-60	0.000320573	
-60	0.000312293	
-60	0.000239274	
-60	0.000203932	
-59	0.00038903	
-59	0.00041709	
-59	0.000221136	
-59	0.000303822	
-59	0.000368787	
-58	0.00020712	
-58	0.000207436	
-58	0.00034033	
-58	0.000309317	
-58	0.000228712	
-58	0.000298411	
-57	0.000273694	
-57	0.000312389	
-57	0.00031071	
-57	0.000396544	
-57	0.000310147	
-57	0.000230307	
-56	0.000280672	
-56	0.0002563	
-56	0.000270068	
-56	0.000300616	
-56	0.000356489	
-55	0.000296249	
-55	0.000350684	
-55	0.000259639	
-55	0.000288698	
-55	0.000280757	
-55	0.000392566	
-54	0.000334154	
-54	0.000332758	
-54	0.000324578	
-54	0.000377785	
-54	0.000342503	
-53	0.00044037	
-53	0.000295918	
-53	0.000298938	
-53	0.000371531	
-53	0.000263516	
-53	0.000247733	
-52	0.000208319	
-52	0.000295283	
-52	0.000335522	
-52	0.000380837	
-52	0.000256312	
-51	0.000248671	
-51	0.00031604	
-51	0.000326355	
-51	0.000294491	
-51	0.000305944	
-51	0.000288667	
-50	0.000297348	
-50	0.000299577	
-50	0.000350415	
-50	0.000249554	
-50	0.000252113	
-50	0.000326737	
-49	0.000265438	
-49	0.000284679	
-49	0.000384678	
-49	0.000293198	
-49	0.000243307	
-48	0.0003516	
-48	0.00031434	
-48	0.000349497	
-48	0.000350426	
-48	0.000227836	
-48	0.000314606	
-47	0.000321094	
-47	0.000273039	
-47	0.000271379	
-47	0.00020179	
-47	0.000393589	
-46	0.00030499	
-46	0.000376715	
-46	0.000329387	
-46	0.000333635	
-46	0.000268918	
-46	0.00027029	
-45	0.000327935	
-45	0.000311194	
-45	0.000339149	
-45	0.000346351	
-45	0.000269952	
-44	0.000320387	
-44	0.000343328	
-44	0.000349587	
-44	0.000239163	
-44	0.000345194	
-44	0.000377581	
-43	0.000283822	
-43	0.00029833	
-43	0.000324388	
-43	0.000388902	
-43	0.000357675	
-42	0.000278143	
-42	0.000286021	
-42	0.000277288	
-42	0.000301505	
-42	0.00030932	
-42	0.000354189	
-41	0.00023342	
-41	0.000306121	
-41	0.000388757	
-41	0.000277966	
-41	0.000260932	
-40	0.000295337	
-40	0.000361235	
-40	0.000369099	
-40	0.000350968	
-40	0.000298348	
-40	0.000288781	
-39	0.000345793	
-39	0.000281229	
-39	0.0002825	
-39	0.000293312	
-39	0.000313525	
-39	0.000312727	
-38	0.000242749	
-38	0.000289522	
-38	0.000358077	
-38	0.000394393	
-38	0.000294549	
-37	0.000199528	
-37	0.000308048	
-37	0.000339743	
-37	0.000266421	
-37	0.000292569	
-37	0.000289238	
-36	0.00034656	
-36	0.000331506	
-36	0.000296647	
-36	0.000229804	
-36	0.000198737	
-35	0.000266859	
-35	0.00026723	
-35	0.000273836	
-35	0.000313961	
-35	0.000334863	
-35	0.000254508	
-34	0.000384539	
-34	0.000283686	
-34	0.000293742	
-34	0.000379489	
-34	0.000276536	
-33	0.000291672	
-33	0.000280315	
-33	0.000357281	
-33	0.00021106	
-33	0.000245792	
-33	0.000330713	
-32	0.00033562	
-32	0.000289338	
-32	0.000307807	
-32	0.000295265	
-32	0.00030528	
-32	0.000263021	
-31	0.000362608	
-31	0.000422217	
-31	0.000342625	
-31	0.000323025	
-31	0.000270254	
-30	0.000445569	
-30	0.000417062	
-30	0.000306563	
-30	0.000316158	
-30	0.000358543	
-30	0.000341813	
-29	0.000259498	
-29	0.000291285	
-29	0.000248387	
-29	0.000355077	
-29	0.000291584	
-28	0.000290789	
-28	0.000325277	
-28	0.000284576	
-28	0.000262113	
-28	0.000232471	
-28	0.000320342	
-27	0.000345739	
-27	0.000288318	
-27	0.000231881	
-27	0.000339098	
-27	0.000350335	
-26	0.000270968	
-26	0.000339968	
-26	0.000349584	
-26	0.000264006	
-26	0.000241193	
-26	0.000344481	
-25	0.000357655	
-25	0.000263278	
